baseMean	log2FoldChange	lfcSE	pvalue	padj	gene	Preferred_name	Description	PFAMs	GOs	KEGG_ko	KEGG_Pathway	COG_category	eggNOG_OGs	seed_ortholog	evalue
63.1561046910769	4.35340225067021	0.625524978173039	3.02755258543065e-13	2.72668954725348e-11	g1737	-	Lipase class 3 family protein	Lipase3_N,Lipase_3	GO:0001505,GO:0001676,GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0006082,GO:0006629,GO:0006631,GO:0006638,GO:0006639,GO:0006690,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009987,GO:0016020,GO:0016042,GO:0016298,GO:0016787,GO:0016788,GO:0019369,GO:0019752,GO:0032787,GO:0033559,GO:0042133,GO:0042136,GO:0043436,GO:0044237,GO:0044238,GO:0044242,GO:0044248,GO:0044249,GO:0044255,GO:0044281,GO:0044464,GO:0046339,GO:0046340,GO:0046461,GO:0046464,GO:0046486,GO:0046503,GO:0047372,GO:0052689,GO:0065007,GO:0065008,GO:0071704,GO:0071944,GO:1901568,GO:1901575	ko:K13806	ko04723,ko04745,ko04925,map04723,map04745,map04925	IOT	KOG2088@1|root,KOG2088@2759|Eukaryota,37IHC@33090|Viridiplantae,3GB2H@35493|Streptophyta	3218.PP1S128_158V6.1	9.79e-10
71.4739017917022	4.99685008667162	0.759864077098074	3.70777749205213e-12	2.54424160287958e-10	g1104										
274.932787767821	3.21793151228866	0.499813232652752	1.04150706755436e-11	6.82187129248107e-10	g1322										
57.3241236877261	5.07587296601485	0.790480072204408	1.15807218229156e-11	7.25557397687886e-10	g1870	-	-	-	-	-	-	-	2CNS9@1|root,2QXTP@2759|Eukaryota,37XUP@33090|Viridiplantae	88036.EFJ21253	1.7e-07
1858.47318650208	3.31687361921135	0.518045494283514	1.33760887491e-11	8.03122661977211e-10	g2119	-	factor y subunit	CBFD_NFYB_HMF	-	ko:K08065	ko04612,ko05152,ko05166,map04612,map05152,map05166	K	COG2036@1|root,KOG0869@2759|Eukaryota,37TXF@33090|Viridiplantae,3GJ6A@35493|Streptophyta	3218.PP1S25_10V6.1	2.96e-40
43.11768035808	9.74106632957134	2.92866511273957	8.61279145299812e-11	4.5966786976927e-09	g1109	-	histone h2a	Histone,Histone_H2A_C	GO:0000228,GO:0000785,GO:0000790,GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0005730,GO:0006325,GO:0006342,GO:0006355,GO:0006996,GO:0008150,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0016043,GO:0016458,GO:0019219,GO:0019222,GO:0030312,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031974,GO:0031981,GO:0040029,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044454,GO:0044464,GO:0045814,GO:0045892,GO:0045934,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0051276,GO:0060255,GO:0065007,GO:0070013,GO:0071840,GO:0071944,GO:0080090,GO:0097159,GO:1901363,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141	ko:K11251	ko04217,ko05034,ko05322,map04217,map05034,map05322	B	COG5262@1|root,KOG1756@2759|Eukaryota,37TTZ@33090|Viridiplantae,3GIA8@35493|Streptophyta	3218.PP1S47_181V6.1	2.88e-79
13647.4668692316	3.47282754138512	0.570278941630808	8.9929151998719e-11	4.6281395725055e-09	g393	BAG6	BAG family molecular chaperone regulator	BAG,IQ	GO:0000003,GO:0000302,GO:0002376,GO:0003006,GO:0003674,GO:0005488,GO:0005515,GO:0005516,GO:0005575,GO:0005911,GO:0006457,GO:0006914,GO:0006950,GO:0006952,GO:0006955,GO:0006979,GO:0007275,GO:0008150,GO:0008152,GO:0009056,GO:0009266,GO:0009314,GO:0009408,GO:0009416,GO:0009506,GO:0009605,GO:0009607,GO:0009620,GO:0009628,GO:0009636,GO:0009642,GO:0009644,GO:0009791,GO:0009814,GO:0009817,GO:0009893,GO:0009894,GO:0009896,GO:0009987,GO:0010035,GO:0010228,GO:0010506,GO:0010508,GO:0010941,GO:0010942,GO:0012502,GO:0019222,GO:0022414,GO:0030054,GO:0031323,GO:0031325,GO:0031329,GO:0031331,GO:0032501,GO:0032502,GO:0042221,GO:0042493,GO:0042542,GO:0043067,GO:0043068,GO:0043207,GO:0044237,GO:0044248,GO:0045087,GO:0046677,GO:0048518,GO:0048522,GO:0048608,GO:0048731,GO:0048856,GO:0050789,GO:0050794,GO:0050832,GO:0050896,GO:0051704,GO:0051707,GO:0055044,GO:0061458,GO:0061919,GO:0065007,GO:0098542,GO:1901700	-	-	S	28J5F@1|root,2QRHM@2759|Eukaryota,37R43@33090|Viridiplantae,3G9XC@35493|Streptophyta	3218.PP1S107_77V6.1	1.67e-103
10593.6451978971	2.975740730282	0.493259886584496	1.61939117758359e-10	8.04669892033776e-09	g2163	-	Belongs to the BI1 family	Bax1-I	-	ko:K06890	-	T	COG0670@1|root,KOG2322@2759|Eukaryota,37N2P@33090|Viridiplantae,3GA75@35493|Streptophyta	3218.PP1S102_210V6.1	2.72e-125
2346.34105715013	2.20035687935994	0.365909862233127	2.62454775417486e-10	1.21999139153741e-08	g442	-	Belongs to the Glu Leu Phe Val dehydrogenases family	ELFV_dehydrog,ELFV_dehydrog_N	-	ko:K00261	ko00220,ko00250,ko00471,ko00910,ko01100,ko01200,ko04217,ko04964,map00220,map00250,map00471,map00910,map01100,map01200,map04217,map04964	E	COG0334@1|root,KOG2250@2759|Eukaryota,37ZAM@33090|Viridiplantae,3GNYP@35493|Streptophyta	3218.PP1S143_156V6.2	0
45.2982684092749	9.77740236300704	2.9736018344656	3.91132777386659e-10	1.64622370147198e-08	g1076										
356.659870002738	2.78896875125024	0.473408365528215	3.99846145395693e-10	1.64622370147198e-08	g1709										
129.951870528493	3.28778296055232	0.560906979648483	3.89160346876753e-10	1.64622370147198e-08	g1849										
752.323254796748	2.03764997043316	0.341670955997407	4.16527101324899e-10	1.6672654250255e-08	g1282	-	Belongs to the pyruvate kinase family	PK,PK_C	-	ko:K00873	ko00010,ko00230,ko00620,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04922,ko04930,ko05165,ko05203,ko05230,map00010,map00230,map00620,map01100,map01110,map01120,map01130,map01200,map01230,map04922,map04930,map05165,map05203,map05230	G	COG0469@1|root,KOG2323@2759|Eukaryota,37Q01@33090|Viridiplantae,3GAP0@35493|Streptophyta	3218.PP1S70_15V6.1	0
37.6214889840607	5.98475429057903	1.01349772629746	1.03169700541312e-09	3.91230364421133e-08	g1337										
885.221491969444	3.9382190212042	0.698631042658717	1.18517798968789e-09	4.37908072600062e-08	g1440	-	Xyloglucan galactosyltransferase KATAMARI1	Exostosin	-	ko:K20888	-	GMW	KOG1021@1|root,KOG1021@2759|Eukaryota,37I92@33090|Viridiplantae,3G8UZ@35493|Streptophyta	3218.PP1S5_379V6.1	6.52e-235
118.932987896482	4.72149759996924	0.866668100407775	3.02922300697926e-09	9.92070534785709e-08	g865	-	glycerophosphodiester phosphodiesterase	GDPD	-	ko:K18696	ko00564,map00564	C	COG0584@1|root,KOG2421@2759|Eukaryota,37PE3@33090|Viridiplantae,3G7H4@35493|Streptophyta	3218.PP1S70_55V6.1	2.18e-169
198.093975621715	3.1991473676979	0.592108893570717	5.63390358233429e-09	1.76488153524863e-07	g325	-	Nucleoside diphosphate kinase	Dpy-30,NDK	-	ko:K20790	-	G	COG0105@1|root,KOG0888@2759|Eukaryota,37US9@33090|Viridiplantae,3GITU@35493|Streptophyta	3218.PP1S6_425V6.1	3.12e-121
255.536004905024	3.39016221396478	0.635180100401496	7.25559535375203e-09	2.17819018849097e-07	g1673										
288.075154090348	2.53006719839825	0.470691621132945	8.95936774663148e-09	2.63478549446856e-07	g1013										
617.917163650679	1.89773455692347	0.353915252217105	1.52513779453902e-08	4.39544712386145e-07	g1293	-	This protein is an auxiliary protein of DNA polymerase delta and is involved in the control of eukaryotic DNA replication by increasing the polymerase's processibility during elongation of the leading strand	PCNA_C,PCNA_N	GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464	ko:K04802	ko03030,ko03410,ko03420,ko03430,ko04110,ko04530,ko05161,ko05166,map03030,map03410,map03420,map03430,map04110,map04530,map05161,map05166	L	COG0592@1|root,KOG1636@2759|Eukaryota,37JTF@33090|Viridiplantae,3GD0W@35493|Streptophyta,4JI16@91835|fabids	3847.GLYMA08G45120.2	3.63e-151
1094.5150958738	2.63847867610569	0.503125949223412	1.7287194188005e-08	4.79054746632983e-07	g720										
37401.7327523023	2.21543240442101	0.424432604694134	2.61756663369348e-08	7.11681796066472e-07	g621	-	Calnexin homolog	Calreticulin	-	ko:K08054	ko04141,ko04145,ko04612,ko04918,ko05166,map04141,map04145,map04612,map04918,map05166	O	KOG0675@1|root,KOG0675@2759|Eukaryota,37J4E@33090|Viridiplantae,3G9CM@35493|Streptophyta	3218.PP1S158_19V6.1	5.98e-237
43.5093776743301	3.78108447374944	0.742726065349776	2.78006307988687e-08	7.41864981132773e-07	g560	-	Domain of unknown function (DUF543)	DUF543	-	ko:K17784	-	S	KOG4604@1|root,KOG4604@2759|Eukaryota,37W14@33090|Viridiplantae,3GK2N@35493|Streptophyta,4JUKN@91835|fabids	225117.XP_009362430.1	4.3e-17
68.3332764956167	3.32737455521588	0.654272334355963	2.87518150973111e-08	7.5329755554955e-07	g1640										
29.9517502205813	4.61796378222986	0.964982636493466	1.64163353161454e-07	3.58423321069174e-06	g778										
1319.26530613636	2.16775870558973	0.443377176669558	1.61789610045978e-07	3.58423321069174e-06	g1482	-	-	-	-	-	-	-	28MTK@1|root,2QUBV@2759|Eukaryota,37PIF@33090|Viridiplantae,3GBKG@35493|Streptophyta	161934.XP_010666531.1	8.78e-75
1646.4821312212	1.8810918710645	0.383035910346649	1.70909535380394e-07	3.67583045497235e-06	g1984	-	DnaJ homolog subfamily B member	DnaJ,DnaJ_C	GO:0002682,GO:0002684,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005788,GO:0005886,GO:0008150,GO:0009605,GO:0009607,GO:0012505,GO:0016020,GO:0031347,GO:0031349,GO:0031974,GO:0032991,GO:0034663,GO:0035821,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044003,GO:0044403,GO:0044419,GO:0044422,GO:0044424,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0045088,GO:0045089,GO:0048518,GO:0048583,GO:0048584,GO:0050776,GO:0050778,GO:0050789,GO:0050896,GO:0051701,GO:0051704,GO:0051707,GO:0051817,GO:0052031,GO:0052033,GO:0052166,GO:0052167,GO:0052169,GO:0052173,GO:0052200,GO:0052255,GO:0052257,GO:0052305,GO:0052306,GO:0052308,GO:0052509,GO:0052510,GO:0052552,GO:0052553,GO:0052555,GO:0052556,GO:0052564,GO:0052572,GO:0065007,GO:0070013,GO:0071944,GO:0075136,GO:0080134	ko:K09517	ko04141,map04141	O	COG0484@1|root,KOG0713@2759|Eukaryota,37IG8@33090|Viridiplantae,3G9SD@35493|Streptophyta	3218.PP1S91_238V6.1	9.28e-187
9116.57349930832	2.84129151055232	0.600565623123041	2.10669103828523e-07	4.39962577705655e-06	g1652	-	aldo-keto	Aldo_ket_red	-	-	-	C	COG0667@1|root,KOG1575@2759|Eukaryota,37JKW@33090|Viridiplantae,3G9Q9@35493|Streptophyta	3218.PP1S450_1V6.1	6.09e-211
102.34970778408	3.60148840424666	0.77707828286538	2.53548246732609e-07	5.14595807805196e-06	g1107										
57.4260756196386	3.56894898454104	0.785935744045127	4.15296766997865e-07	7.97923521658565e-06	g597	-	The proteasome is a multicatalytic proteinase complex which is characterized by its ability to cleave peptides with Arg, Phe, Tyr, Leu, and Glu adjacent to the leaving group at neutral or slightly basic pH	Proteasome,Proteasome_A_N	GO:0000502,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005829,GO:0005839,GO:0005840,GO:0008150,GO:0010035,GO:0010038,GO:0019773,GO:0022626,GO:0032991,GO:0042221,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0044424,GO:0044444,GO:0044445,GO:0044464,GO:0046686,GO:0050896,GO:1902494,GO:1905368,GO:1905369,GO:1990904	ko:K02728	ko03050,map03050	O	COG0638@1|root,KOG0178@2759|Eukaryota,37QI6@33090|Viridiplantae,3GG7G@35493|Streptophyta	3218.PP1S261_3V6.1	1.17e-129
1916.2466815776	1.68456535114324	0.35968194867824	6.47449892476049e-07	1.15182135192344e-05	g2090	-	FAD NAD(P)-binding oxidoreductase family protein	NAD_binding_8	-	-	-	S	COG3380@1|root,2QQW4@2759|Eukaryota,37MQB@33090|Viridiplantae,3GBNU@35493|Streptophyta	3218.PP1S25_202V6.1	2.40999999767484e-316
20.9018063951987	8.31087654424702	2.94979826538447	6.64679070645135e-07	1.16805187902395e-05	g696	-	A Receptor for Ubiquitination Targets	F-box,FBA_3	-	-	-	S	2CV7C@1|root,2RRG9@2759|Eukaryota,388RU@33090|Viridiplantae,3GRJ4@35493|Streptophyta	3218.PP1S350_45V6.1	2.85e-16
20094.2917430659	2.82782341240162	0.6378278475668	9.55642999301744e-07	1.62009595528684e-05	g1654	-	Multiprotein-bridging factor	HTH_3,MBF1	GO:0000160,GO:0001101,GO:0003674,GO:0003700,GO:0003712,GO:0003713,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0005737,GO:0006355,GO:0006950,GO:0007154,GO:0007165,GO:0008150,GO:0009266,GO:0009408,GO:0009414,GO:0009415,GO:0009628,GO:0009719,GO:0009723,GO:0009725,GO:0009737,GO:0009755,GO:0009873,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010033,GO:0010035,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0019219,GO:0019222,GO:0023052,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031974,GO:0031981,GO:0032870,GO:0033993,GO:0035556,GO:0042221,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0045893,GO:0045935,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0051716,GO:0060255,GO:0065007,GO:0070013,GO:0070887,GO:0071310,GO:0071369,GO:0071495,GO:0080090,GO:0097305,GO:0140110,GO:1901700,GO:1902680,GO:1903506,GO:1903508,GO:2000112,GO:2001141	ko:K03627	-	K	COG1813@1|root,KOG3398@2759|Eukaryota,37U23@33090|Viridiplantae,3GIVG@35493|Streptophyta	3218.PP1S141_102V6.3	3.11e-79
32.2038028055748	5.12257920913656	1.19294234162617	1.26183800026332e-06	2.06625972543118e-05	g2143										
501.451679789117	3.15431579290249	0.737666575457681	1.4940176529673e-06	2.41896566059088e-05	g2123	-	-	-	-	-	-	-	2EK8N@1|root,2SQ73@2759|Eukaryota,3806Z@33090|Viridiplantae,3GPZ9@35493|Streptophyta	88036.EFJ35270	1.48e-39
2952.12815897719	1.57240646949511	0.348742806913337	1.6300125421422e-06	2.60983119247434e-05	g1438	-	Transcription elongation factor	Med26,TFIIS_C,TFIIS_M	GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0006139,GO:0006351,GO:0006354,GO:0006355,GO:0006725,GO:0006807,GO:0008023,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031326,GO:0031974,GO:0031981,GO:0032774,GO:0032784,GO:0032991,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044451,GO:0044464,GO:0046483,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0070013,GO:0071704,GO:0080090,GO:0090304,GO:0097659,GO:1901360,GO:1901362,GO:1901576,GO:1903506,GO:2000112,GO:2001141	ko:K03145	-	K	COG1594@1|root,KOG1105@2759|Eukaryota,37JMS@33090|Viridiplantae,3GA25@35493|Streptophyta	3218.PP1S110_49V6.1	3.33e-119
136.417244015078	4.49934139128966	1.10919328839352	2.51814347829821e-06	3.94417907850839e-05	g208	-	60S ribosomal Protein	Ribosomal_L21e	GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009507,GO:0009536,GO:0009987,GO:0010467,GO:0015934,GO:0019538,GO:0022625,GO:0022626,GO:0031974,GO:0031981,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0070013,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904	ko:K02889	ko03010,map03010	J	COG2139@1|root,KOG1732@2759|Eukaryota,37P3J@33090|Viridiplantae,3GBHC@35493|Streptophyta	3218.PP1S91_107V6.1	2.62e-21
260.881222374324	1.9387472694422	0.447548255941333	2.56252785346254e-06	3.97054046971992e-05	g443										
260.128286862433	2.04775072132732	0.481531149851422	3.26242111311585e-06	4.95013905237533e-05	g595	-	Rab subfamily of small GTPases	Ras	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005829,GO:0005886,GO:0005911,GO:0008150,GO:0009504,GO:0009506,GO:0009987,GO:0012505,GO:0016020,GO:0030054,GO:0031410,GO:0031982,GO:0042546,GO:0043226,GO:0043227,GO:0043229,GO:0044085,GO:0044424,GO:0044444,GO:0044464,GO:0055044,GO:0071554,GO:0071840,GO:0071944,GO:0097708	ko:K07904,ko:K07905,ko:K07976	ko04144,ko04152,ko04961,ko04962,ko04972,map04144,map04152,map04961,map04962,map04972	U	COG1100@1|root,KOG0087@2759|Eukaryota,37J9I@33090|Viridiplantae,3G78Y@35493|Streptophyta,4JMPS@91835|fabids	981085.XP_010106561.1	2.5e-80
1089.05694213796	2.59508180482808	0.659145223855723	8.43600481202276e-06	0.000113610120879671	g1655										
861.328604013662	1.58542882335163	0.385535070867911	9.54598070560915e-06	0.00012505234724348	g1868										
39.6665356450838	3.8282276552533	1.02603746592544	1.26627029706074e-05	0.000160061008602152	g1087										
3848.22460253131	1.9979812783296	0.509942190184042	1.479448920587e-05	0.000177657157880488	g2203	-	Transmembrane protein 56-like	TRAM_LAG1_CLN8	-	-	-	T	KOG4561@1|root,KOG4561@2759|Eukaryota,37JM6@33090|Viridiplantae,3GH59@35493|Streptophyta	3218.PP1S1_848V6.1	1.2e-113
3791.79539716924	1.83543613475095	0.471195077712578	1.8941551363195e-05	0.000221908744019219	g221	-	Zinc finger protein CONSTANS-like	CCT,zf-B_box	GO:0003674,GO:0003700,GO:0005575,GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0016020,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0140110,GO:1903506,GO:2000112,GO:2001141	-	-	K	COG5641@1|root,KOG1601@2759|Eukaryota,37RDZ@33090|Viridiplantae,3G8M4@35493|Streptophyta	3218.PP1S108_97V6.1	7.09e-130
42.2498787101726	3.04952795994872	0.83368646833365	2.06766888237639e-05	0.000236469115833681	g1900	-	Catalyzes the phosphorylation of ribose at O-5 in a reaction requiring ATP and magnesium. The resulting D-ribose-5- phosphate can then be used either for sythesis of nucleotides, histidine, and tryptophan, or as a component of the pentose phosphate pathway	PfkB	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0019200,GO:0044237,GO:0044238,GO:0044262,GO:0044424,GO:0044444,GO:0044464,GO:0046835,GO:0071704	ko:K00852	ko00030,map00030	G	COG0524@1|root,KOG2855@2759|Eukaryota,37SYX@33090|Viridiplantae,3G7K0@35493|Streptophyta	3218.PP1S177_61V6.1	2.96e-145
22.109180679456	3.81443226781446	1.06223629537382	2.50403140220007e-05	0.000281899160200805	g944										
20.5902322606247	3.91832319811419	1.10102032732567	2.90411986978797e-05	0.000317033085785187	g209	-	The pyruvate dehydrogenase complex catalyzes the overall conversion of pyruvate to acetyl-CoA and CO(2)	E1_dh	-	ko:K00161	ko00010,ko00020,ko00620,ko01100,ko01110,ko01120,ko01130,ko01200,ko04066,ko04922,ko05230,map00010,map00020,map00620,map01100,map01110,map01120,map01130,map01200,map04066,map04922,map05230	C	COG0462@1|root,KOG0225@2759|Eukaryota,37K7U@33090|Viridiplantae,3GCQI@35493|Streptophyta	3218.PP1S47_1V6.1	3.28e-192
1313.27203862151	1.51493612724122	0.391602013727844	2.88550701106983e-05	0.000317033085785187	g1230	-	Belongs to the NPH3 family	NPH3	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	-	-	S	28KHE@1|root,2QSYM@2759|Eukaryota,37KPY@33090|Viridiplantae,3G90K@35493|Streptophyta	3218.PP1S96_180V6.1	3.3e-297
