baseMean	log2FoldChange	lfcSE	pvalue	padj	gene	Preferred_name	Description	PFAMs	GOs	KEGG_ko	KEGG_Pathway	COG_category	eggNOG_OGs	seed_ortholog	evalue
1179.72871880139	-2.07449306000612	0.340545842678273	1.74329039323724e-10	8.3736048555162e-09	g1231	-	Belongs to the NPH3 family	NPH3	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	-	-	S	28KHE@1|root,2QSYM@2759|Eukaryota,37KPY@33090|Viridiplantae,3G90K@35493|Streptophyta	3218.PP1S108_69V6.1	0
74.0064525976265	-5.01082340153532	0.865096880349201	3.08197346463289e-10	1.3878511757925e-08	g213										
120.854147293478	-4.16834824196626	0.729860819739691	7.06105176691682e-10	2.74999340435869e-08	g1031	-	PFAM EamA-like transporter family	EamA	-	-	-	EG	COG0697@1|root,COG0697@2|Bacteria,1G03E@1117|Cyanobacteria,3VJA3@52604|Pleurocapsales	1541065.JRFE01000022_gene3972	1.44e-76
582.237169335207	-3.25633321281212	0.576899706889319	1.35518954601427e-09	4.88207033951642e-08	g1024	-	TLC domain-containing protein	TRAM_LAG1_CLN8	-	ko:K01872	ko00970,map00970	S	KOG4474@1|root,KOG4474@2759|Eukaryota,37JP4@33090|Viridiplantae,3G9PI@35493|Streptophyta,4JJ43@91835|fabids	981085.XP_010104494.1	2.42e-71
239.978875922998	-3.55188748721754	0.634362327991664	1.70665593880467e-09	5.99827123857934e-08	g837	-	serine threonine-protein kinase	Pkinase	GO:0001932,GO:0001934,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0007154,GO:0007165,GO:0007346,GO:0008150,GO:0008152,GO:0009893,GO:0009987,GO:0010562,GO:0010604,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019220,GO:0019222,GO:0019538,GO:0023014,GO:0023052,GO:0031098,GO:0031323,GO:0031325,GO:0031399,GO:0031401,GO:0032147,GO:0032268,GO:0032270,GO:0033554,GO:0033674,GO:0035556,GO:0036211,GO:0042325,GO:0042327,GO:0043085,GO:0043170,GO:0043412,GO:0043549,GO:0044093,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044464,GO:0045859,GO:0045860,GO:0045937,GO:0048518,GO:0048522,GO:0050789,GO:0050790,GO:0050794,GO:0050896,GO:0051171,GO:0051173,GO:0051174,GO:0051246,GO:0051247,GO:0051338,GO:0051347,GO:0051716,GO:0051726,GO:0060255,GO:0065007,GO:0065009,GO:0071704,GO:0080090,GO:0140096,GO:1901564	ko:K08835	-	T	KOG0582@1|root,KOG0582@2759|Eukaryota,37K74@33090|Viridiplantae,3G9QR@35493|Streptophyta	3218.PP1S227_24V6.1	2.1e-275
175.091219049865	-2.5672988276007	0.453522143811594	1.8072027897843e-09	6.20042671447424e-08	g1647										
59.2440978399256	-4.93407139316738	0.916903961298779	3.02018487579693e-09	9.92070534785709e-08	g666	ERD4	CSC1-like protein ERD4	PHM7_cyt,RSN1_7TM,RSN1_TM	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005774,GO:0005886,GO:0005911,GO:0009506,GO:0009507,GO:0009526,GO:0009536,GO:0009941,GO:0016020,GO:0030054,GO:0031090,GO:0031967,GO:0031975,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0055044,GO:0071944,GO:0098588,GO:0098805	ko:K21989	-	S	COG5594@1|root,KOG1134@2759|Eukaryota,37P1I@33090|Viridiplantae,3GAPK@35493|Streptophyta	3218.PP1S87_23V6.1	0
4700.50406642612	-2.56883049276589	0.47080451276422	5.23759030429825e-09	1.67719280633195e-07	g717	-	Belongs to the peroxidase family. Classical plant (class III) peroxidase subfamily	peroxidase	-	ko:K00430	ko00940,ko01100,ko01110,map00940,map01100,map01110	Q	2C0PQ@1|root,2QU1K@2759|Eukaryota,37KW4@33090|Viridiplantae,3GXEY@35493|Streptophyta	3218.PP1S60_103V6.1	8.64e-137
240.407991263428	-2.29493687892449	0.422181914722603	7.16084417636232e-09	2.17819018849097e-07	g619	-	Endoglucanase	Glyco_hydro_9	-	ko:K01179	ko00500,ko01100,map00500,map01100	G	28INR@1|root,2QQZQ@2759|Eukaryota,37NDD@33090|Viridiplantae,3G9DR@35493|Streptophyta	3218.PP1S60_116V6.1	0
872.117278024277	-3.24546125223729	0.624501380858231	1.61995070415404e-08	4.57715483271759e-07	g2193	-	transcription, DNA-templated	NAM	GO:0000003,GO:0003006,GO:0003674,GO:0003700,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0007275,GO:0007568,GO:0008150,GO:0009790,GO:0009791,GO:0009793,GO:0009825,GO:0009835,GO:0009889,GO:0009908,GO:0009987,GO:0010150,GO:0010154,GO:0010468,GO:0010556,GO:0016049,GO:0019219,GO:0019222,GO:0021700,GO:0022414,GO:0031323,GO:0031326,GO:0032501,GO:0032502,GO:0040007,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0048316,GO:0048366,GO:0048367,GO:0048608,GO:0048731,GO:0048827,GO:0048856,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0061458,GO:0065007,GO:0071695,GO:0080090,GO:0090567,GO:0090693,GO:0099402,GO:0140110,GO:1903506,GO:2000112,GO:2001141	-	-	K	28IZK@1|root,2QRBC@2759|Eukaryota,37RM6@33090|Viridiplantae,3GI5R@35493|Streptophyta	3218.PP1S5_359V6.1	5.48e-176
224.601148903183	-2.57904815123555	0.501392905163511	3.02133574977913e-08	7.77454431327094e-07	g2290	-	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family	Kinesin	-	ko:K10395,ko:K18806	ko04340,ko05200,ko05217,map04340,map05200,map05217	Z	COG5059@1|root,KOG0244@2759|Eukaryota,37Z1W@33090|Viridiplantae	296587.XP_002509292.1	8.53e-23
763.347579553951	-2.09769787275658	0.404753790843683	3.29091869612899e-08	8.31967340547697e-07	g652	-	STICHEL-like 3	DNA_pol3_delta2,DNA_pol3_gamma3	GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005657,GO:0005663,GO:0005694,GO:0005886,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006281,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0016020,GO:0032991,GO:0033554,GO:0034641,GO:0034645,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044422,GO:0044424,GO:0044427,GO:0044446,GO:0044464,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0071944,GO:0090304,GO:1901360,GO:1901576	-	-	L	COG0470@1|root,KOG0989@2759|Eukaryota,37S10@33090|Viridiplantae,3GCRI@35493|Streptophyta	3218.PP1S256_14V6.2	0
477.623794629668	-2.22792628741345	0.432525216056962	3.50869378735111e-08	8.71728921995337e-07	g615										
46.7682986634701	-6.68778645892989	1.26407495362729	4.06337545736306e-08	9.92427802383079e-07	g762										
113.163249861944	-2.80431316643291	0.556450737271995	4.82947637481067e-08	1.1598792426837e-06	g1437	-	Belongs to the glycosyltransferase 31 family	Galactosyl_T	GO:0000003,GO:0003006,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0006029,GO:0006464,GO:0006486,GO:0006493,GO:0006807,GO:0007275,GO:0008150,GO:0008152,GO:0008378,GO:0009058,GO:0009059,GO:0009100,GO:0009101,GO:0009653,GO:0009791,GO:0009888,GO:0009987,GO:0010015,GO:0010053,GO:0010054,GO:0010154,GO:0010191,GO:0010192,GO:0010214,GO:0010384,GO:0010404,GO:0010405,GO:0012505,GO:0016740,GO:0016757,GO:0016758,GO:0018193,GO:0018208,GO:0018258,GO:0019538,GO:0021700,GO:0022414,GO:0022622,GO:0030154,GO:0032501,GO:0032502,GO:0034645,GO:0036211,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0043413,GO:0044036,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0048316,GO:0048354,GO:0048359,GO:0048364,GO:0048468,GO:0048469,GO:0048608,GO:0048731,GO:0048764,GO:0048765,GO:0048856,GO:0048869,GO:0061458,GO:0070085,GO:0071554,GO:0071695,GO:0071704,GO:0080147,GO:0090558,GO:0090627,GO:0099402,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576,GO:1905392,GO:1990714	ko:K00734	ko00532,ko00534,ko01100,map00532,map00534,map01100	G	KOG2287@1|root,KOG2287@2759|Eukaryota,37JEK@33090|Viridiplantae,3GDN5@35493|Streptophyta	3218.PP1S111_120V6.1	8.61e-123
2069.32726265945	-2.18579058793889	0.434293257026798	6.5936809976337e-08	1.55762201927708e-06	g2101	MGL	methionine	Cys_Met_Meta_PP	GO:0000096,GO:0000097,GO:0000098,GO:0001101,GO:0003674,GO:0003824,GO:0003962,GO:0004123,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006534,GO:0006555,GO:0006790,GO:0006807,GO:0006950,GO:0007154,GO:0008144,GO:0008150,GO:0008152,GO:0008652,GO:0009056,GO:0009058,GO:0009063,GO:0009066,GO:0009067,GO:0009068,GO:0009069,GO:0009070,GO:0009086,GO:0009087,GO:0009092,GO:0009267,GO:0009414,GO:0009415,GO:0009605,GO:0009628,GO:0009970,GO:0009987,GO:0009991,GO:0010035,GO:0016043,GO:0016053,GO:0016054,GO:0016740,GO:0016765,GO:0016829,GO:0016846,GO:0017144,GO:0018826,GO:0019343,GO:0019344,GO:0019346,GO:0019458,GO:0019752,GO:0019842,GO:0022607,GO:0030170,GO:0031667,GO:0031668,GO:0031669,GO:0033554,GO:0036094,GO:0042221,GO:0042594,GO:0042631,GO:0043167,GO:0043168,GO:0043436,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044272,GO:0044273,GO:0044281,GO:0044282,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046395,GO:0048037,GO:0050662,GO:0050667,GO:0050896,GO:0051259,GO:0051260,GO:0051262,GO:0051289,GO:0051716,GO:0065003,GO:0070279,GO:0070887,GO:0071214,GO:0071229,GO:0071265,GO:0071266,GO:0071462,GO:0071496,GO:0071704,GO:0071840,GO:0097159,GO:0104004,GO:1901363,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576,GO:1901605,GO:1901606,GO:1901607,GO:1901700,GO:1901701	ko:K01761	ko00270,ko00450,map00270,map00450	E	COG0626@1|root,KOG0053@2759|Eukaryota,37RGY@33090|Viridiplantae,3GB43@35493|Streptophyta	3218.PP1S37_264V6.2	2.28e-281
164.125924958644	-3.52231104519018	0.719863173641538	7.58341657185394e-08	1.76253278710347e-06	g374	-	Late embryogenesis abundant protein	LEA_2	-	-	-	S	2CXQS@1|root,2RZ37@2759|Eukaryota,37UHD@33090|Viridiplantae,3GIRE@35493|Streptophyta	3218.PP1S190_64V6.1	4.85e-90
2145.83898661434	-3.73346510955223	0.777825531867338	9.99936085775993e-08	2.28715539619556e-06	g2015	-	Phenylalanine ammonialyase	Lyase_aromatic	GO:0001101,GO:0003674,GO:0003824,GO:0006464,GO:0006508,GO:0006511,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009058,GO:0009636,GO:0009698,GO:0009699,GO:0009719,GO:0009725,GO:0009739,GO:0009987,GO:0010033,GO:0010243,GO:0014070,GO:0016598,GO:0016829,GO:0016840,GO:0016841,GO:0019438,GO:0019538,GO:0019748,GO:0019941,GO:0030163,GO:0033993,GO:0036211,GO:0042221,GO:0042493,GO:0043170,GO:0043412,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044550,GO:0045548,GO:0046677,GO:0046898,GO:0050896,GO:0051603,GO:0060992,GO:0071704,GO:0097305,GO:1901360,GO:1901362,GO:1901564,GO:1901565,GO:1901575,GO:1901576,GO:1901654,GO:1901698,GO:1901700	ko:K10775,ko:K13064	ko00360,ko00940,ko01100,ko01110,map00360,map00940,map01100,map01110	Q	COG2986@1|root,KOG0222@2759|Eukaryota,37M4G@33090|Viridiplantae,3G9T5@35493|Streptophyta	3218.PP1S43_88V6.1	0
77.7192201323884	-2.90298978129347	0.606495568767856	1.46932028349576e-07	3.30826645080842e-06	g1489										
1471.61884381548	-2.06495272248213	0.425552283274196	1.82101251059668e-07	3.85893974672032e-06	g10	-	defense response to virus	LEA_2	GO:0001101,GO:0002252,GO:0002376,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005774,GO:0005794,GO:0005886,GO:0005911,GO:0006950,GO:0006952,GO:0006955,GO:0008150,GO:0009506,GO:0009605,GO:0009607,GO:0009611,GO:0009615,GO:0009617,GO:0009719,GO:0009725,GO:0009751,GO:0009814,GO:0009816,GO:0010033,GO:0012505,GO:0014070,GO:0016020,GO:0030054,GO:0031090,GO:0031224,GO:0031225,GO:0031226,GO:0042221,GO:0042493,GO:0042742,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044437,GO:0044444,GO:0044446,GO:0044459,GO:0044464,GO:0045087,GO:0046658,GO:0046677,GO:0050896,GO:0051607,GO:0051704,GO:0051707,GO:0055044,GO:0071944,GO:0098542,GO:0098588,GO:0098805,GO:1901700	-	-	U	28N60@1|root,2QUR9@2759|Eukaryota,381IV@33090|Viridiplantae	3218.PP1S128_100V6.1	1.35e-79
730.837852514249	-2.0979863970513	0.435869686117374	2.1699676942364e-07	4.46703349627807e-06	g161	-	Calcineurin-like phosphoesterase	Metallophos	-	-	-	S	COG1409@1|root,2QPJI@2759|Eukaryota,37R88@33090|Viridiplantae,3GF69@35493|Streptophyta	3218.PP1S188_10V6.1	3.19e-246
344.902811726502	-3.38756862478047	0.734941357014249	2.8598480875844e-07	5.72366818640156e-06	g497										
4439.05249653675	-2.11075670585403	0.445215620746515	2.97457101313123e-07	5.87172168482479e-06	g2240	Lhcb2-1	The light-harvesting complex (LHC) functions as a light receptor, it captures and delivers excitation energy to photosystems with which it is closely associated	Chloroa_b-bind	GO:0001101,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005774,GO:0006091,GO:0006950,GO:0008150,GO:0008152,GO:0009266,GO:0009269,GO:0009314,GO:0009409,GO:0009414,GO:0009415,GO:0009416,GO:0009503,GO:0009507,GO:0009517,GO:0009521,GO:0009522,GO:0009523,GO:0009526,GO:0009532,GO:0009534,GO:0009535,GO:0009536,GO:0009570,GO:0009579,GO:0009628,GO:0009637,GO:0009639,GO:0009642,GO:0009644,GO:0009645,GO:0009719,GO:0009725,GO:0009737,GO:0009765,GO:0009768,GO:0009769,GO:0009889,GO:0009891,GO:0009893,GO:0009941,GO:0009987,GO:0010033,GO:0010035,GO:0010114,GO:0010119,GO:0010218,GO:0010287,GO:0015979,GO:0016020,GO:0016168,GO:0019222,GO:0019684,GO:0019904,GO:0030076,GO:0030104,GO:0031090,GO:0031323,GO:0031325,GO:0031409,GO:0031967,GO:0031975,GO:0031976,GO:0031984,GO:0032870,GO:0032991,GO:0033993,GO:0034357,GO:0042221,GO:0042592,GO:0042651,GO:0043167,GO:0043168,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044422,GO:0044424,GO:0044425,GO:0044434,GO:0044435,GO:0044436,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0046906,GO:0048037,GO:0048518,GO:0048522,GO:0048878,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0055035,GO:0065007,GO:0065008,GO:0070887,GO:0071215,GO:0071229,GO:0071310,GO:0071396,GO:0071495,GO:0090333,GO:0097159,GO:0097305,GO:0097306,GO:0098588,GO:0098796,GO:0098805,GO:0098807,GO:1901363,GO:1901700,GO:1901701,GO:1903426,GO:1903428,GO:2000377,GO:2000379	ko:K08912,ko:K08913	ko00196,ko01100,map00196,map01100	C	2CMAT@1|root,2QPU1@2759|Eukaryota,37HF1@33090|Viridiplantae,3GBSG@35493|Streptophyta	3218.PP1S51_305V6.1	2.06e-188
437.962079125387	-1.8360007778776	0.383326113206452	3.10049807981993e-07	6.0375915311088e-06	g1182	-	This protein plays a role in synthesis of starch. It catalyzes the synthesis of the activated glycosyl donor, ADP- glucose from Glc-1-P and ATP	NTP_transferase	-	ko:K00975	ko00500,ko00520,ko01100,ko01110,ko02026,map00500,map00520,map01100,map01110,map02026	M	COG1208@1|root,KOG1322@2759|Eukaryota,37JN6@33090|Viridiplantae,3GB0H@35493|Streptophyta	3218.PP1S175_26V6.1	8.82999999999999e-281
809.754983786794	-1.94472274649323	0.414304971945716	4.41975486597473e-07	8.20682412401864e-06	g1985	-	Nudix hydrolase 20	DUF4743,NUDIX	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009536,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017110,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0044715	-	-	F	COG0494@1|root,KOG4313@2759|Eukaryota,37MQ3@33090|Viridiplantae,3GDAA@35493|Streptophyta	3218.PP1S91_134V6.1	8.65e-201
509.383790817797	-3.25112907076184	0.719003704631855	4.40056322738485e-07	8.20682412401864e-06	g2323	EXTL1	Exostosin family	Exostosin,Glyco_transf_64	GO:0000003,GO:0000139,GO:0000271,GO:0000902,GO:0000904,GO:0001501,GO:0001503,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0005794,GO:0005975,GO:0005976,GO:0006022,GO:0006023,GO:0006024,GO:0006029,GO:0006040,GO:0006044,GO:0006082,GO:0006790,GO:0006807,GO:0006810,GO:0006897,GO:0006928,GO:0006935,GO:0006950,GO:0006986,GO:0006996,GO:0007005,GO:0007154,GO:0007165,GO:0007275,GO:0007276,GO:0007369,GO:0007399,GO:0007409,GO:0007411,GO:0007417,GO:0007420,GO:0007492,GO:0007498,GO:0008150,GO:0008152,GO:0008194,GO:0008354,GO:0008375,GO:0008589,GO:0009058,GO:0009059,GO:0009100,GO:0009101,GO:0009605,GO:0009653,GO:0009790,GO:0009792,GO:0009888,GO:0009966,GO:0009967,GO:0009987,GO:0010033,GO:0010646,GO:0010647,GO:0012505,GO:0015012,GO:0015014,GO:0015020,GO:0016020,GO:0016021,GO:0016043,GO:0016051,GO:0016192,GO:0016477,GO:0016740,GO:0016757,GO:0016758,GO:0019538,GO:0019899,GO:0019953,GO:0021537,GO:0021772,GO:0021988,GO:0022008,GO:0022412,GO:0022414,GO:0023051,GO:0023052,GO:0023056,GO:0030030,GO:0030111,GO:0030154,GO:0030166,GO:0030176,GO:0030177,GO:0030182,GO:0030201,GO:0030202,GO:0030203,GO:0030210,GO:0030900,GO:0030968,GO:0031090,GO:0031175,GO:0031224,GO:0031227,GO:0031984,GO:0032501,GO:0032502,GO:0032504,GO:0032989,GO:0032990,GO:0033554,GO:0033692,GO:0034620,GO:0034637,GO:0034645,GO:0034976,GO:0035295,GO:0035966,GO:0035967,GO:0036465,GO:0036498,GO:0040011,GO:0042175,GO:0042221,GO:0042328,GO:0042330,GO:0042802,GO:0042803,GO:0043009,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044262,GO:0044264,GO:0044272,GO:0044281,GO:0044422,GO:0044424,GO:0044425,GO:0044431,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0044703,GO:0045880,GO:0046982,GO:0046983,GO:0048311,GO:0048312,GO:0048468,GO:0048488,GO:0048513,GO:0048518,GO:0048522,GO:0048565,GO:0048583,GO:0048584,GO:0048598,GO:0048609,GO:0048666,GO:0048667,GO:0048699,GO:0048706,GO:0048731,GO:0048812,GO:0048856,GO:0048858,GO:0048869,GO:0048870,GO:0050508,GO:0050509,GO:0050789,GO:0050794,GO:0050808,GO:0050896,GO:0051179,GO:0051234,GO:0051640,GO:0051641,GO:0051646,GO:0051649,GO:0051674,GO:0051704,GO:0051716,GO:0055123,GO:0060322,GO:0060465,GO:0060828,GO:0061564,GO:0065007,GO:0070887,GO:0071310,GO:0071704,GO:0071840,GO:0072498,GO:0090092,GO:0090097,GO:0090098,GO:0090100,GO:0090263,GO:0097485,GO:0098588,GO:0098657,GO:0098791,GO:0098827,GO:0099003,GO:0099504,GO:0120036,GO:0120039,GO:1901071,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576,GO:1903510	ko:K02366,ko:K02368,ko:K21988	ko00534,ko01100,map00534,map01100	GMW	KOG1021@1|root,KOG1021@2759|Eukaryota,37YUT@33090|Viridiplantae,3GPBK@35493|Streptophyta	3218.PP1S47_134V6.1	6.92e-223
1710.99825629372	-2.67981281171694	0.585224223275352	4.44227815179357e-07	8.20682412401864e-06	g2339	-	LRR receptor-like serine threonine-protein kinase	LRRNT_2,LRR_1,LRR_6,LRR_8,Pkinase	GO:0002215,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005886,GO:0006950,GO:0006952,GO:0007275,GO:0008150,GO:0009791,GO:0009825,GO:0009845,GO:0009987,GO:0016020,GO:0016049,GO:0032501,GO:0032502,GO:0040007,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0048856,GO:0050896,GO:0071944,GO:0090351	-	-	T	COG4886@1|root,2QQCM@2759|Eukaryota,37SW5@33090|Viridiplantae,3G73R@35493|Streptophyta	3218.PP1S159_97V6.1	0
34.2570747348126	-8.98493628881983	3.17019007188876	5.55938979849911e-07	1.01406084805534e-05	g1255	-	DNA binding	-	GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0006355,GO:0008150,GO:0009888,GO:0009889,GO:0009890,GO:0009892,GO:0010087,GO:0010089,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032502,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0045892,GO:0045934,GO:0048519,GO:0048523,GO:0048580,GO:0048856,GO:0050789,GO:0050793,GO:0050794,GO:0051171,GO:0051172,GO:0051239,GO:0051252,GO:0051253,GO:0060255,GO:0065007,GO:0080050,GO:0080090,GO:0097100,GO:0097159,GO:1901363,GO:1902679,GO:1903506,GO:1903507,GO:2000026,GO:2000033,GO:2000034,GO:2000112,GO:2000113,GO:2000241,GO:2001141	-	-	S	28QZF@1|root,2QXNF@2759|Eukaryota,37T3Z@33090|Viridiplantae,3GASR@35493|Streptophyta	3218.PP1S190_44V6.1	1.09e-112
